,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
1652,2002,157173.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
1653,2003,157723.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
1654,2004,158094.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
1655,2005,158406.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
1656,2006,158649.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
1657,2007,158848.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
1658,2008,159037.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
1659,2009,159232.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
1660,2010,159439.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
1661,2011,159690.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
1662,2012,159990.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
1663,2013,160415.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
1664,2014,161007.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
1665,2015,161851.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
1666,2016,162948.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
1667,2017,164281.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
1668,2018,165770.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
1669,2019,167295.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
1670,2020,168783.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
1671,2000,11589761.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1672,2001,11871565.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1673,2002,12147518.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1674,2003,12415334.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1675,2004,12682108.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1676,2005,12948292.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1677,2006,13213330.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1678,2007,13477017.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1679,2008,13739299.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1680,2009,14000190.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1681,2010,14259687.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1682,2011,14521515.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1683,2012,14781942.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1684,2013,15043981.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1685,2014,15306316.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1686,2015,15567419.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1687,2016,15827690.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1688,2017,16087418.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1689,2018,16346950.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1690,2019,16604026.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1691,2020,16858333.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1692,2000,8240735.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1693,2001,8417082.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1694,2002,8586077.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1695,2003,8753097.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1696,2004,8925729.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1697,2005,9109585.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1698,2006,9307421.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1699,2007,9518159.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1700,2008,9738796.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1701,2009,9964470.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1702,2010,10192168.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1703,2011,10420459.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1704,2012,10652032.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1705,2013,10892821.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1706,2014,11150970.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1707,2015,11432096.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1708,2016,11738434.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1709,2017,12067516.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1710,2018,12414292.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1711,2019,12771246.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1712,2020,13132792.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1713,2000,1201305.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1714,2001,1227105.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1715,2002,1254454.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1716,2003,1283297.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1717,2004,1313492.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1718,2005,1344931.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1719,2006,1377582.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1720,2007,1411545.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1721,2008,1446936.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1722,2009,1483920.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1723,2010,1522603.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1724,2011,1562996.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1725,2012,1604981.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1726,2013,1648259.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1727,2014,1692433.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1728,2015,1737207.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1729,2016,1782434.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1730,2017,1828146.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1731,2018,1874304.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1732,2019,1920917.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1733,2020,1967998.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1734,2000,746718.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1735,2001,745206.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1736,2002,744789.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1737,2003,745142.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1738,2004,745737.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1739,2005,746156.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1740,2006,746335.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1741,2007,746477.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1742,2008,746815.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1743,2009,747718.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1744,2010,749430.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1745,2011,752029.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1746,2012,755388.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1747,2013,759281.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1748,2014,763371.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1749,2015,767433.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1750,2016,771363.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1751,2017,775218.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1752,2018,779007.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1753,2019,782775.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1754,2020,786559.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1755,2000,8463802.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1756,2001,8608810.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1757,2002,8754148.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1758,2003,8900108.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1759,2004,9047082.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1760,2005,9195289.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1761,2006,9344784.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1762,2007,9495336.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1763,2008,9646570.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1764,2009,9798046.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1765,2010,9949318.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1766,2011,10100320.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1767,2012,10250922.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1768,2013,10400672.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1769,2014,10549007.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1770,2015,10695540.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1771,2016,10839976.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1772,2017,10982367.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1773,2018,11123183.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1774,2019,11263079.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1775,2020,11402533.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1776,2000,6574510.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1777,2001,6751912.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1778,2002,6929267.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1779,2003,7106323.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1780,2004,7282953.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1781,2005,7458982.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1782,2006,7634295.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1783,2007,7808520.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1784,2008,7980955.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1785,2009,8150780.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1786,2010,8317467.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1787,2011,8480670.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1788,2012,8640692.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1789,2013,8798524.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1790,2014,8955579.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1791,2015,9112904.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1792,2016,9270794.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1793,2017,9429016.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1794,2018,9587523.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1795,2019,9746115.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1796,2020,9904608.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1797,2000,6665000.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1798,2001,6714300.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1799,2002,6744100.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1800,2003,6730800.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1801,2004,6783500.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1802,2005,6813200.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1803,2006,6857100.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1804,2007,6916300.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1805,2008,6957800.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1806,2009,6972800.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1807,2010,7024200.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1808,2011,7071600.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1809,2012,7150100.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1810,2013,7178900.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1811,2014,7229500.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1812,2015,7291300.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1813,2016,7336600.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1814,2017,7391700.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1815,2018,7451000.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1816,2019,7507400.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1817,2020,7481800.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1818,2000,10210971.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
1819,2001,10187576.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
1820,2002,10158608.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
1821,2003,10129552.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
1822,2004,10107146.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
1823,2005,10087065.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
1824,2006,10071370.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
1825,2007,10055780.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
1826,2008,10038188.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
1827,2009,10022650.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
1828,2010,10000023.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
1829,2011,9971727.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
1830,2012,9920362.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
1831,2013,9893082.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
1832,2014,9866468.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
1833,2015,9843028.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
1834,2016,9814023.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
1835,2017,9787966.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
1836,2018,9775564.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
1837,2019,9771141.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
1838,2020,9749763.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
1839,2000,281205.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
1840,2001,284968.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
1841,2002,287523.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
1842,2003,289521.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
1843,2004,292074.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
1844,2005,296734.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
1845,2006,303782.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
1846,2007,311566.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
1847,2008,317414.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
1848,2009,318499.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
1849,2010,318041.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
1850,2011,319014.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
1851,2012,320716.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
1852,2013,323764.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
1853,2014,327386.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
1854,2015,330815.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
1855,2016,335439.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
1856,2017,343400.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
1857,2018,352721.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
1858,2019,360563.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
1859,2020,366425.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
1860,2000,1056575548.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
1861,2001,1075000094.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
1862,2002,1093317187.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
1863,2003,1111523146.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
1864,2004,1129623466.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
1865,2005,1147609924.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
1866,2006,1165486291.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
1867,2007,1183209471.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
1868,2008,1200669762.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
1869,2009,1217726217.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
1870,2010,1234281163.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
1871,2011,1250287939.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
1872,2012,1265780243.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
1873,2013,1280842119.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
1874,2014,1295600768.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
1875,2015,1310152392.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
1876,2016,1324517250.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
1877,2017,1338676779.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
1878,2018,1352642283.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
1879,2019,1366417756.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
1880,2020,1380004385.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
1881,2000,211513822.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1882,2001,214427419.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1883,2002,217357790.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1884,2003,220309473.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1885,2004,223285666.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1886,2005,226289468.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1887,2006,229318262.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1888,2007,232374239.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1889,2008,235469755.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1890,2009,238620554.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1891,2010,241834226.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1892,2011,245115988.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1893,2012,248451714.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1894,2013,251805314.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1895,2014,255128076.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1896,2015,258383257.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1897,2016,261556386.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1898,2017,264650969.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1899,2018,267670549.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1900,2019,270625567.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1901,2020,273523621.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1902,2000,65623397.0,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
1903,2001,66449111.0,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
1904,2002,67284801.0,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
1905,2003,68122947.0,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
1906,2004,68951279.0,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
1907,2005,69762345.0,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
1908,2006,70554756.0,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
1909,2007,71336476.0,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
1910,2008,72120608.0,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
1911,2009,72924833.0,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
